Id2,AREA CHARACTERISTICS - Area (Land),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Internal Point (Latitude),AREA CHARACTERISTICS - Internal Point (Longitude)
17031010100,        381061,             0,+42.0212617,-087.6698442
17031010201,        504470,             0,+42.0160076,-087.6801485
17031010202,        351716,             0,+42.0160503,-087.6733216
17031010300,        472017,             0,+42.0159407,-087.6665351
17031010400,        548754,        602605,+42.0064028,-087.6571350
17031010501,        202151,             0,+42.0094117,-087.6639581
17031010502,        180367,             0,+42.0045171,-087.6633275
17031010503,        194275,             0,+42.0003200,-087.6631269
17031010600,        494956,             0,+42.0062784,-087.6676833
17031010701,        429680,             0,+42.0091481,-087.6786203
17031010702,        357547,             0,+42.0090199,-087.6727257
17031020100,        411316,             0,+42.0157197,-087.6871154
17031020200,       1241960,             0,+42.0156903,-087.6995191
17031020301,        825543,             0,+42.0068651,-087.7051865
17031020302,        639921,             0,+42.0085406,-087.6949634
17031020400,        555414,             0,+42.0084869,-087.6859126
17031020500,        771656,             0,+42.0013129,-087.6841982
17031020601,        591326,             0,+42.0008746,-087.7018025
17031020602,        492027,             0,+42.0013156,-087.6936373
17031020701,        591396,             0,+41.9868915,-087.7036897
17031020702,        786877,             0,+41.9952890,-087.7053882
17031020801,        655953,             0,+41.9868081,-087.6944149
17031020802,        644017,             0,+41.9940592,-087.6946306
17031020901,        484094,          2819,+41.9950577,-087.6864264
17031020902,        503215,             0,+41.9942499,-087.6786971
17031030101,        122359,        115695,+41.9913475,-087.6550420
17031030102,        113330,         87128,+41.9930264,-087.6550225
17031030103,         86635,        101282,+41.9955241,-087.6551527
17031030104,        109162,         71860,+41.9973166,-087.6559766
17031030200,        666199,             0,+41.9944414,-087.6652300
17031030300,        314151,             0,+41.9943875,-087.6725348
17031030400,        346489,             0,+41.9869515,-087.6720788
17031030500,        618134,             0,+41.9872260,-087.6649359
17031030601,        142181,        110657,+41.9888802,-087.6549042
17031030603,        116001,             0,+41.9854762,-087.6583979
17031030604,        174696,        109054,+41.9856712,-087.6528374
17031030701,         69878,             0,+41.9827453,-087.6579659
17031030702,          8299,             0,+41.9806894,-087.6548217
17031030703,        198288,             0,+41.9788748,-087.6578708
17031030706,        395781,        186155,+41.9804564,-087.6509730
17031030800,        567414,             0,+41.9799123,-087.6641880
17031030900,        408716,             0,+41.9797951,-087.6714454
17031031000,        424895,             0,+41.9724370,-087.6711094
17031031100,        549966,             0,+41.9726684,-087.6638662
17031031200,        326474,             0,+41.9727092,-087.6573410
17031031300,        632174,        466785,+41.9737631,-087.6465284
17031031400,       1489276,       1040213,+41.9594315,-087.6417542
17031031501,        160450,             0,+41.9672853,-087.6524500
17031031502,        161701,             0,+41.9636326,-087.6523656
17031031700,        477478,             0,+41.9654466,-087.6631954
17031031800,        235150,             0,+41.9670114,-087.6706209
17031031900,        257670,             0,+41.9633740,-087.6701841
17031032100,        431028,             0,+41.9581538,-087.6530179
17031040100,       1972512,         29163,+41.9854807,-087.6829955
17031040201,        721412,             0,+41.9725804,-087.6940005
17031040202,        588656,             0,+41.9798549,-087.6940960
17031040300,        767450,             0,+41.9768011,-087.7019748
17031040401,        385796,             0,+41.9720667,-087.6860816
17031040402,        602584,             0,+41.9725450,-087.6788180
17031040600,        331258,             0,+41.9668338,-087.6840181
17031040700,        358082,             0,+41.9668057,-087.6940853
17031040800,        230027,             0,+41.9631627,-087.6923034
17031040900,        321854,             0,+41.9631847,-087.6838544
17031050100,        334634,             0,+41.9578451,-087.6763730
17031050200,        652253,             0,+41.9577405,-087.6837168
17031050300,        394731,             0,+41.9576780,-087.6915186
17031050500,        652578,             0,+41.9504474,-087.6835073
17031050600,        332459,             0,+41.9505466,-087.6761813
17031050700,        164328,             0,+41.9450710,-087.6760595
17031050800,        162818,             0,+41.9450095,-087.6809279
17031050900,        162724,             0,+41.9449466,-087.6857780
17031051000,        166637,             0,+41.9413024,-087.6857317
17031051100,        162702,             0,+41.9413652,-087.6808266
17031051200,        164664,             0,+41.9414211,-087.6759518
17031051300,        321993,             0,+41.9359958,-087.6758404
17031051400,        358887,             0,+41.9357489,-087.6809905
17031060100,        325546,             0,+41.9575311,-087.6666112
17031060200,        318279,             0,+41.9579036,-087.6715175
17031060300,        319702,             0,+41.9506061,-087.6713317
17031060400,        325028,             0,+41.9506732,-087.6665364
17031060500,        228281,             0,+41.9527200,-087.6605008
17031060800,        181491,         65882,+41.9539590,-087.6426489
17031060900,        499066,        404435,+41.9515166,-087.6417784
17031061000,        172815,             0,+41.9492206,-087.6519703
17031061100,        173037,             0,+41.9491397,-087.6568035
17031061200,        174670,             0,+41.9490599,-087.6616427
17031061500,        162913,             0,+41.9452818,-087.6615447
17031061800,         82842,             0,+41.9464895,-087.6471132
17031061901,        160610,             0,+41.9432367,-087.6434599
17031061902,        276101,        585774,+41.9431822,-087.6358414
17031062000,        224978,             0,+41.9425769,-087.6470786
17031062100,        244805,             0,+41.9426914,-087.6517704
17031062200,        242322,             0,+41.9425847,-087.6566440
17031062300,        163311,             0,+41.9416278,-087.6614432
17031062400,        162936,             0,+41.9415556,-087.6662882
17031062500,        161003,             0,+41.9414880,-087.6711073
17031062600,        330018,             0,+41.9359751,-087.6709843
17031062700,        325099,             0,+41.9360862,-087.6661103
17031062800,        325609,             0,+41.9361586,-087.6612648
17031062900,        325739,             0,+41.9362370,-087.6564113
17031063000,        324350,             0,+41.9363102,-087.6515617
17031063100,        159625,             0,+41.9382319,-087.6467799
17031063200,        366716,        397543,+41.9389231,-087.6346726
17031063301,         93853,             0,+41.9345409,-087.6430242
17031063302,        121200,             0,+41.9347647,-087.6398540
17031063303,        236592,             0,+41.9347312,-087.6346613
17031063400,        158837,             0,+41.9346595,-087.6467302
17031070101,        532227,        665646,+41.9295225,-087.6323247
17031070102,        124703,             0,+41.9305829,-087.6422020
17031070103,         69094,             0,+41.9268110,-087.6426051
17031070200,        341405,             0,+41.9290778,-087.6462930
17031070300,        324403,             0,+41.9290463,-087.6513102
17031070400,        324369,             0,+41.9289672,-087.6561563
17031070500,        305416,             0,+41.9289455,-087.6608922
17031070600,        343156,             0,+41.9287627,-087.6656766
17031070700,        686125,             0,+41.9292624,-087.6738022
17031071000,        324638,             0,+41.9217011,-087.6559114
17031071100,        325459,             0,+41.9217777,-087.6510614
17031071200,        325200,             0,+41.9218547,-087.6462106
17031071300,        309582,             0,+41.9217794,-087.6414578
17031071400,        640574,        683301,+41.9225714,-087.6295838
17031071500,        895561,        723065,+41.9142517,-087.6251017
17031071600,        162135,             0,+41.9164725,-087.6411828
17031071700,        159947,             0,+41.9128666,-087.6410718
17031071800,        323368,             0,+41.9145855,-087.6459660
17031080100,        265778,             0,+41.9075536,-087.6267898
17031080201,        135301,             0,+41.9094984,-087.6310054
17031080202,        155329,             0,+41.9058597,-087.6309005
17031080300,        361488,             0,+41.9074900,-087.6357986
17031080400,        327343,             0,+41.9074116,-087.6409021
17031081000,        298827,             0,+41.9002655,-087.6321089
17031081100,        102350,             0,+41.9002065,-087.6291090
17031081201,        185123,             0,+41.8991538,-087.6262120
17031081202,        204965,        530066,+41.9048083,-087.6246510
17031081300,        202656,             0,+41.8983354,-087.6207531
17031081401,        279853,             0,+41.8950391,-087.6197520
17031081402,        588260,             0,+41.8910215,-087.6129310
17031081403,        357392,       1461699,+41.8891289,-087.6134528
17031081500,        295437,             0,+41.8925590,-087.6262300
17031081600,        132807,             0,+41.8921063,-087.6288737
17031081700,        371566,             0,+41.8920668,-087.6318681
17031081800,        746627,             0,+41.8932554,-087.6377955
17031081900,        137749,             0,+41.8979832,-087.6414914
17031090100,        933126,             0,+42.0152551,-087.8135847
17031090200,       1552552,             0,+42.0055983,-087.8132238
17031090300,        496121,             0,+41.9992224,-087.8166187
17031100100,       1177657,             0,+41.9895804,-087.7830335
17031100200,       2088930,             0,+41.9956163,-087.7942458
17031100300,       2286756,             0,+41.9887029,-087.8044054
17031100400,        971273,             0,+41.9889674,-087.8180418
17031100500,       1957724,             0,+41.9780601,-087.8197323
17031100600,       1282265,             0,+41.9792045,-087.7973996
17031100700,       1215253,             0,+41.9721235,-087.7976295
17031110100,       1849058,             0,+41.9874832,-087.7696944
17031110200,        596251,             0,+41.9800699,-087.7734442
17031110300,       1210674,             0,+41.9752907,-087.7832349
17031110400,        934112,             0,+41.9729532,-087.7726108
17031110501,        791608,             0,+41.9770023,-087.7619249
17031110502,        649190,             0,+41.9702866,-087.7598504
17031120100,       2789743,             0,+42.0019817,-087.7750065
17031120200,       2392158,             0,+41.9945289,-087.7576148
17031120300,       2054599,             0,+41.9911135,-087.7400666
17031120400,       1064714,             0,+41.9772356,-087.7521623
17031130100,       1839638,             0,+41.9911040,-087.7208089
17031130200,       2076474,          3027,+41.9809134,-087.7328798
17031130300,        721103,             0,+41.9865589,-087.7133915
17031140100,        287980,             0,+41.9710844,-087.7057941
17031140200,        394453,             0,+41.9706949,-087.7130043
17031140301,        164128,             0,+41.9692055,-087.7231695
17031140302,        421895,             0,+41.9725485,-087.7237891
17031140400,       1181559,             0,+41.9715371,-087.7389429
17031140500,        452820,             0,+41.9653619,-087.7318319
17031140601,        272123,             0,+41.9646471,-087.7258909
17031140602,        384380,             0,+41.9646520,-087.7210166
17031140701,        228327,             0,+41.9670375,-087.7126525
17031140702,        427095,             0,+41.9635482,-087.7135753
17031140800,        724394,             0,+41.9644942,-087.7027751
17031150200,       1326771,             0,+41.9606747,-087.7524131
17031150300,       1326521,             0,+41.9605179,-087.7622859
17031150401,        738023,             0,+41.9645676,-087.7722648
17031150402,        662508,             0,+41.9567979,-087.7720436
17031150501,        698786,             0,+41.9644762,-087.7819638
17031150502,        684583,             0,+41.9567784,-087.7818414
17031150600,        656191,             0,+41.9494731,-087.7717578
17031150700,        662397,             0,+41.9495915,-087.7619580
17031150800,        661051,             0,+41.9497086,-087.7521182
17031151001,        330135,             0,+41.9423826,-087.7543527
17031151002,        637151,             0,+41.9424917,-087.7471554
17031151100,        660846,             0,+41.9422903,-087.7617175
17031151200,        655584,             0,+41.9421690,-087.7714953
17031160100,        593560,             0,+41.9646284,-087.7427951
17031160200,        957668,             0,+41.9587909,-087.7384021
17031160300,        426173,             0,+41.9572682,-087.7308958
17031160400,        657337,             0,+41.9573657,-087.7228239
17031160501,        345248,             0,+41.9592098,-087.7129732
17031160502,        310887,             0,+41.9555841,-087.7130876
17031160601,        397110,             0,+41.9595316,-087.7021491
17031160602,        518376,             0,+41.9560930,-087.7006348
17031160700,        794348,             0,+41.9504190,-087.7019833
17031160800,        657623,             0,+41.9502131,-087.7128146
17031160900,        657737,             0,+41.9500821,-087.7226082
17031161000,        426504,             0,+41.9499766,-087.7306829
17031161100,        576345,             0,+41.9498771,-087.7381512
17031161200,        517849,             0,+41.9425489,-087.7385701
17031161300,        497599,             0,+41.9426994,-087.7310023
17031170100,       1014634,             0,+41.9558596,-087.7948168
17031170200,        653046,             0,+41.9493528,-087.7815188
17031170300,       1398900,             0,+41.9491248,-087.7968278
17031170400,        769031,             0,+41.9489081,-087.8127107
17031170500,       1539544,             0,+41.9500779,-087.8288957
17031170600,        566528,             0,+41.9412942,-087.8307017
17031170700,        579672,             0,+41.9414867,-087.8221642
17031170800,        730332,             0,+41.9415761,-087.8123713
17031170900,        320577,             0,+41.9361959,-087.8116057
17031171000,       1393042,             0,+41.9418072,-087.7965238
17031171100,        666147,             0,+41.9420528,-087.7812865
17031180100,       1062791,             0,+41.9344789,-087.7986731
17031190100,        316148,             0,+41.9352176,-087.7443889
17031190200,        660108,             0,+41.9351136,-087.7516489
17031190300,        660302,             0,+41.9349864,-087.7614635
17031190401,        655475,             0,+41.9347276,-087.7809524
17031190402,        653981,             0,+41.9348596,-087.7712318
17031190601,        690034,             0,+41.9274146,-087.7804606
17031190602,        621354,             0,+41.9275604,-087.7707371
17031190701,        277868,             0,+41.9297959,-087.7614217
17031190702,        383493,             0,+41.9261631,-087.7610395
17031190800,        661317,             0,+41.9278186,-087.7513624
17031190900,        314636,             0,+41.9279225,-087.7441048
17031191000,        434312,             0,+41.9192297,-087.7438010
17031191100,        822434,             0,+41.9196293,-087.7509763
17031191200,        705577,             0,+41.9201432,-087.7608269
17031191301,        674996,             0,+41.9201522,-087.7802655
17031191302,        631185,             0,+41.9202289,-087.7705334
17031200100,        586779,             0,+41.9350481,-087.7376042
17031200200,        818684,             0,+41.9278523,-087.7356282
17031200300,        250668,             0,+41.9234806,-087.7341264
17031200401,        402815,             0,+41.9198285,-087.7375419
17031200402,        386204,             0,+41.9196348,-087.7296789
17031210100,        854099,             0,+41.9428681,-087.7013309
17031210400,        419633,             0,+41.9357581,-087.7302981
17031210501,        313076,             0,+41.9374013,-087.7223301
17031210502,        345944,             0,+41.9337846,-087.7220524
17031210601,        273651,             0,+41.9376356,-087.7122140
17031210602,        380698,             0,+41.9341669,-087.7125728
17031210700,        497301,             0,+41.9357029,-087.7038401
17031210800,        162930,             0,+41.9357455,-087.6989334
17031210900,        570569,             0,+41.9354390,-087.6933366
17031220300,        326091,             0,+41.9284646,-087.6950863
17031220400,        329546,             0,+41.9284315,-087.6999684
17031220500,        334925,             0,+41.9283965,-087.7049111
17031220601,        189121,             0,+41.9258252,-087.7128836
17031220602,        464798,             0,+41.9293312,-087.7119813
17031220701,        266386,             0,+41.9261554,-087.7215651
17031220702,        575195,             0,+41.9293687,-087.7242313
17031220901,        293288,             0,+41.9191816,-087.7212483
17031220902,        330304,             0,+41.9227112,-087.7218357
17031221000,        220053,             0,+41.9209604,-087.7152526
17031221100,        440039,             0,+41.9210205,-087.7103609
17031221200,        330423,             0,+41.9210831,-087.7046500
17031221300,        330103,             0,+41.9211256,-087.6997541
17031221400,        355032,             0,+41.9208013,-087.6945320
17031221500,        304903,             0,+41.9216468,-087.6899513
17031221600,        327911,             0,+41.9212499,-087.6850967
17031222200,        231073,             0,+41.9159095,-087.6838262
17031222500,        158414,             0,+41.9157075,-087.6995964
17031222600,        160603,             0,+41.9156388,-087.7044797
17031222700,        226174,             0,+41.9154908,-087.7101914
17031222800,        111384,             0,+41.9154349,-087.7150953
17031222900,        218387,             0,+41.9155644,-087.7200744
17031230100,        164480,             0,+41.9120286,-087.7043681
17031230200,        210188,             0,+41.9118821,-087.7100949
17031230300,        104634,             0,+41.9118173,-087.7149889
17031230400,        334575,             0,+41.9118320,-087.7215397
17031230500,        517114,             0,+41.9117236,-087.7339493
17031230600,       1020374,             0,+41.9061890,-087.7339951
17031230700,        650131,             0,+41.9063400,-087.7215399
17031230800,        205652,             0,+41.9058651,-087.7149563
17031230900,        455181,             0,+41.9067177,-087.7103553
17031231100,        176381,             0,+41.8992542,-087.7150684
17031231200,        656673,             0,+41.8990614,-087.7213153
17031231500,       1000736,             0,+41.8917318,-087.7186559
17031240200,        166087,             0,+41.9124417,-087.6701816
17031240300,        166590,             0,+41.9123662,-087.6750713
17031240500,        233372,             0,+41.9119700,-087.6836365
17031240600,        162940,             0,+41.9121613,-087.6897092
17031240700,        163220,             0,+41.9121172,-087.6945994
17031240800,        165946,             0,+41.9121057,-087.6994822
17031240900,        939504,         65620,+41.9062514,-087.6996006
17031241000,        210167,             0,+41.9079978,-087.6945344
17031241100,        333255,             0,+41.9066672,-087.6895820
17031241200,        328119,             0,+41.9067070,-087.6846858
17031241300,        164083,             0,+41.9067715,-087.6810250
17031241400,        517655,             0,+41.9060234,-087.6753102
17031241500,        302870,             0,+41.9083759,-087.6709374
17031241600,        293931,             0,+41.9067097,-087.6653277
17031242000,        326756,             0,+41.8997371,-087.6649537
17031242100,        327979,             0,+41.8996698,-087.6698375
17031242200,        326988,             0,+41.8995893,-087.6747188
17031242300,        328316,             0,+41.8995065,-087.6796003
17031242400,        328052,             0,+41.8994219,-087.6844900
17031242500,        309814,             0,+41.8994455,-087.6893191
17031242600,        475744,             0,+41.9005600,-087.6941970
17031242700,        175573,             0,+41.8974254,-087.6993743
17031242800,        439630,             0,+41.8926320,-087.6903237
17031242900,        323820,             0,+41.8921955,-087.6842896
17031243000,        324551,             0,+41.8922753,-087.6793981
17031243100,        324004,             0,+41.8923546,-087.6745068
17031243200,        323849,             0,+41.8924327,-087.6696238
17031243300,        327092,             0,+41.8924781,-087.6647388
17031243400,        329184,             0,+41.8925577,-087.6598479
17031243500,        657216,             0,+41.8926536,-087.6525172
17031250200,        499203,             0,+41.9123508,-087.7510730
17031250300,        618079,             0,+41.9128391,-087.7608384
17031250400,       1309689,             0,+41.9129078,-087.7753956
17031250500,       2061368,             0,+41.9146186,-087.7967953
17031250600,        647765,             0,+41.9056935,-087.7706303
17031250700,        662597,             0,+41.9058212,-087.7608100
17031250800,        573868,             0,+41.9061817,-087.7514677
17031251000,        466957,             0,+41.8986945,-087.7448924
17031251100,        496455,             0,+41.8986248,-087.7520112
17031251200,        662291,             0,+41.8985491,-087.7606040
17031251300,        653465,             0,+41.8984251,-087.7703849
17031251400,        680676,             0,+41.8909981,-087.7701296
17031251500,        682473,             0,+41.8911117,-087.7603455
17031251600,        480785,             0,+41.8914065,-087.7518037
17031251700,        486655,             0,+41.8913844,-087.7444793
17031251800,        997743,             0,+41.8841436,-087.7478885
17031251900,        633902,             0,+41.8838195,-087.7601040
17031252000,        636149,             0,+41.8836935,-087.7698734
17031252101,        825523,         24575,+41.8738791,-087.7698569
17031252102,        668487,             0,+41.8765923,-087.7598116
17031252201,        386790,             0,+41.8766958,-087.7521051
17031252202,        637445,             0,+41.8767584,-087.7445832
17031260100,        324422,             0,+41.8843593,-087.7233345
17031260200,        328334,             0,+41.8843251,-087.7282293
17031260300,        329304,             0,+41.8842758,-087.7331353
17031260400,        328226,             0,+41.8842145,-087.7380411
17031260500,        337548,             0,+41.8766639,-087.7377282
17031260600,        318887,             0,+41.8771077,-087.7328666
17031260700,        329144,             0,+41.8770564,-087.7279958
17031260800,        328946,             0,+41.8770848,-087.7230964
17031260900,        228196,             0,+41.8710297,-087.7228141
17031261000,        499036,             0,+41.8713379,-087.7320094
17031270500,        562049,             0,+41.8762323,-087.7177928
17031271200,        329809,             0,+41.8773597,-087.7035621
17031271300,        327410,             0,+41.8773040,-087.7084528
17031271400,        328376,             0,+41.8772429,-087.7133314
17031271500,        162820,             0,+41.8717861,-087.7131559
17031271800,        205987,             0,+41.8714964,-087.6984897
17031280100,        592609,             0,+41.8852962,-087.6428042
17031280400,        502204,             0,+41.8860096,-087.6718845
17031280800,        237355,             0,+41.8785968,-087.6889009
17031280900,        115079,             0,+41.8786309,-087.6851282
17031281900,        438805,             0,+41.8792479,-087.6426236
17031282700,        439303,             0,+41.8713668,-087.6886812
17031282800,        164412,             0,+41.8702682,-087.6849136
17031283100,        212435,             0,+41.8692736,-087.6640458
17031283200,        235929,             0,+41.8695726,-087.6591990
17031283800,        376020,             0,+41.8634141,-087.6537547
17031290900,        996495,             0,+41.8624103,-087.7324567
17031291200,        329138,             0,+41.8626611,-087.7128746
17031291600,        220340,             0,+41.8576415,-087.6922159
17031292200,        398013,             0,+41.8566518,-087.7157068
17031292400,        330646,             0,+41.8552398,-087.7223991
17031292500,        982569,             0,+41.8551611,-087.7322429
17031300500,        271030,             0,+41.8474251,-087.7219393
17031300600,        328182,             0,+41.8479904,-087.7173343
17031300700,        329127,             0,+41.8480720,-087.7124504
17031300800,        325846,             0,+41.8481108,-087.7075818
17031300900,        327299,             0,+41.8481796,-087.7026993
17031301100,        212135,             0,+41.8470212,-087.6979662
17031301200,        482206,             0,+41.8484171,-087.6914771
17031301600,        329517,             0,+41.8407572,-087.7122520
17031301701,        330773,             0,+41.8424805,-087.7196254
17031301702,        330989,             0,+41.8388062,-087.7195244
17031301801,        694638,             0,+41.8416617,-087.7350492
17031301802,        345011,             0,+41.8451846,-087.7277592
17031301803,        351050,             0,+41.8395497,-087.7278708
17031310200,        320480,             0,+41.8563085,-087.6442092
17031310300,        318221,             0,+41.8561398,-087.6489804
17031310400,        124463,             0,+41.8565069,-087.6522613
17031310500,        163307,             0,+41.8552251,-087.6547525
17031310600,        543019,             0,+41.8563348,-087.6595657
17031310700,        160036,             0,+41.8559903,-087.6649061
17031310800,        332783,             0,+41.8559337,-087.6685737
17031310900,        484908,             0,+41.8557716,-087.6746741
17031320100,        910356,             0,+41.8850465,-087.6209322
17031320400,        806493,        652778,+41.8758170,-087.6172556
17031320600,        609103,        549337,+41.8705542,-087.6165962
17031330100,       2793980,        828956,+41.8593528,-087.6154702
17031330200,        790507,             0,+41.8613412,-087.6305354
17031340300,        213694,             0,+41.8428085,-087.6357910
17031340400,        290257,             0,+41.8418850,-087.6320352
17031340500,        435449,             0,+41.8345181,-087.6329169
17031340600,        472399,             0,+41.8274177,-087.6325398
17031350100,        567843,        518735,+41.8402590,-087.6079492
17031350400,        201455,             0,+41.8419291,-087.6283695
17031351000,        820311,        665632,+41.8357641,-087.6067872
17031351100,        346344,             0,+41.8277468,-087.6141998
17031351400,        323709,             0,+41.8274004,-087.6240890
17031351500,        168880,             0,+41.8272742,-087.6277462
17031360200,        231661,             0,+41.8268757,-087.6099052
17031380100,        437445,             0,+41.8201967,-087.6101005
17031380200,        215128,             0,+41.8205740,-087.6149861
17031380500,        191451,             0,+41.8200988,-087.6277942
17031380700,        244481,             0,+41.8138060,-087.6237680
17031381200,        258554,             0,+41.8085114,-087.6139992
17031381400,        316691,             0,+41.8076202,-087.6214298
17031381500,        108677,             0,+41.8101927,-087.6228619
17031381700,        196803,             0,+41.8055502,-087.6274463
17031381800,        319368,             0,+41.8038481,-087.6211978
17031381900,        172690,             0,+41.8039557,-087.6138885
17031390100,        482753,        360058,+41.8135545,-087.5905449
17031390200,        303791,             0,+41.8130410,-087.5994765
17031390300,        327049,             0,+41.8132006,-087.6042089
17031390400,        326308,             0,+41.8059243,-087.6040582
17031390500,        326518,             0,+41.8059781,-087.5991987
17031390600,        324629,             0,+41.8060181,-087.5943504
17031390700,        610276,        820060,+41.8040164,-087.5804887
17031400300,       1324154,        140288,+41.7897177,-087.6114372
17031400400,        326944,             0,+41.7911261,-087.6183211
17031400500,        326148,             0,+41.7910414,-087.6231791
17031400800,        493311,             0,+41.7828633,-087.6205580
17031410100,        219487,        265305,+41.8015969,-087.5810131
17031410200,         65110,             0,+41.8016675,-087.5942678
17031410500,        262840,             0,+41.7978272,-087.6037464
17031410600,        252558,             0,+41.7979710,-087.5989451
17031410700,        260191,             0,+41.7980399,-087.5941982
17031410800,        249757,             0,+41.7979588,-087.5896244
17031410900,        387192,        578244,+41.7966958,-087.5780755
17031411000,        749202,       1147724,+41.7889285,-087.5779316
17031411100,        282972,             0,+41.7904494,-087.5897021
17031411200,        402445,             0,+41.7905557,-087.5940172
17031420100,        756686,        623125,+41.7825956,-087.5795566
17031420200,        278188,             0,+41.7834582,-087.5935160
17031420300,        245119,             0,+41.7832241,-087.5986970
17031420400,        245127,             0,+41.7831699,-087.6035584
17031420500,        245980,             0,+41.7831002,-087.6084261
17031420600,        243609,             0,+41.7830135,-087.6132777
17031420700,        650530,             0,+41.7766914,-087.6106933
17031420800,        347604,             0,+41.7769097,-087.6032569
17031421200,        328222,             0,+41.7706569,-087.6089660
17031430101,        329504,             0,+41.7698264,-087.5739529
17031430102,        456691,        542570,+41.7689534,-087.5638136
17031430200,        666844,             0,+41.7697314,-087.5813483
17031430300,        408973,             0,+41.7696911,-087.5893536
17031430400,        545168,             0,+41.7621777,-087.5903215
17031430500,        337334,             0,+41.7642842,-087.5812736
17031430600,        328336,             0,+41.7643855,-087.5713748
17031430700,        189453,        178322,+41.7649465,-087.5606475
17031430800,        328071,             0,+41.7607500,-087.5712983
17031430900,        336518,             0,+41.7606410,-087.5811851
17031431200,        655295,             0,+41.7553011,-087.5711843
17031431301,        404077,             0,+41.7535302,-087.5601863
17031431302,        437419,             0,+41.7583855,-087.5627859
17031431400,       1078730,       1126094,+41.7567077,-087.5419703
17031440101,        382677,             0,+41.7486349,-087.6013946
17031440102,        627506,             0,+41.7409356,-087.6011636
17031440201,        531537,             0,+41.7482101,-087.6100746
17031440202,        781697,             0,+41.7409599,-087.6097620
17031440300,       1291887,             0,+41.7437379,-087.6195319
17031440600,        669816,             0,+41.7326909,-087.6191603
17031440700,        327461,             0,+41.7347514,-087.6096294
17031440800,        279072,             0,+41.7317122,-087.6033281
17031440900,        742631,             0,+41.7286690,-087.6090057
17031450300,       1366771,             0,+41.7419438,-087.5790892
17031460100,       2970371,       2514283,+41.7479818,-087.5393264
17031460200,        600206,             0,+41.7413868,-087.5470111
17031460301,        485921,             0,+41.7400278,-087.5563645
17031460302,        648525,             0,+41.7470862,-087.5573905
17031460400,        652525,             0,+41.7444903,-087.5636922
17031460500,       1277222,             0,+41.7468818,-087.5726040
17031460600,        260611,             0,+41.7356327,-087.5595142
17031460700,        422528,             0,+41.7355801,-087.5492813
17031461000,        557246,         59596,+41.7273925,-087.5465424
17031470100,       1589074,             0,+41.7282207,-087.5964896
17031480100,        668182,             0,+41.7352480,-087.5756027
17031480200,        286029,             0,+41.7351237,-087.5898841
17031480300,        415734,             0,+41.7291942,-087.5879725
17031480400,       1809910,             0,+41.7284498,-087.5756385
17031480500,       1355408,             0,+41.7275503,-087.5590499
17031490300,        632636,             0,+41.7253816,-087.6191477
17031490400,        237760,             0,+41.7236539,-087.6108237
17031490500,       1425940,             0,+41.7179276,-087.6132067
17031490600,        679065,             0,+41.7179514,-087.6283324
17031490700,        640220,             0,+41.7107319,-087.6283648
17031490800,       1079255,             0,+41.7106828,-087.6153371
17031490901,        845443,             0,+41.6960582,-087.6162677
17031490902,       1196061,             0,+41.7032801,-087.6153262
17031491000,       1277064,             0,+41.6997585,-087.6280506
17031491100,       1322860,             0,+41.6997569,-087.6376956
17031491200,        649490,             0,+41.6887765,-087.6374383
17031491300,        646033,             0,+41.6888969,-087.6278036
17031491400,        829879,             0,+41.6891232,-087.6168215
17031500100,       2653040,             0,+41.7146840,-087.5950237
17031500200,       2044082,             0,+41.7008558,-087.6003024
17031500300,        709169,             0,+41.6893150,-087.6053698
17031510100,       2141282,        231780,+41.7126213,-087.5500748
17031510200,       1279953,             0,+41.7142531,-087.5600413
17031510300,       2957010,             0,+41.7157376,-087.5749726
17031520100,       2572023,        527820,+41.7211184,-087.5294325
17031520200,       1108034,        102317,+41.7132589,-087.5396184
17031520300,        956742,             0,+41.7011232,-087.5395572
17031520400,        719870,             0,+41.7029904,-087.5307269
17031520500,       1050381,             0,+41.6931166,-087.5308705
17031520600,       1090995,             0,+41.6895293,-087.5404038
17031530100,        649938,             0,+41.6818522,-087.6179395
17031530200,       1297344,             0,+41.6815612,-087.6323954
17031530300,       1308192,             0,+41.6813144,-087.6517524
17031530400,       1312060,             0,+41.6740397,-087.6515267
17031530501,       1296494,             0,+41.6742780,-087.6321660
17031530502,        706251,        101712,+41.6660802,-087.6250225
17031530503,       1582189,         55799,+41.6642039,-087.6375356
17031530600,        966241,         67959,+41.6700882,-087.6191458
17031540101,       3357871,        508395,+41.6507203,-087.5993689
17031540102,       5296530,             0,+41.6673315,-087.6054486
17031550100,       7169002,       1154790,+41.6631813,-087.5359785
17031550200,       5118067,        283388,+41.6550997,-087.5648312
17031560100,        687751,         48985,+41.8156737,-087.7415851
17031560200,        668996,             0,+41.8113396,-087.7477805
17031560300,        659007,             0,+41.8039071,-087.7479494
17031560400,        334560,             0,+41.8040085,-087.7405768
17031560700,        661239,             0,+41.7964626,-087.7575202
17031560800,       1321149,             0,+41.7962056,-087.7721659
17031560900,       1319255,             0,+41.7957701,-087.7916514
17031561000,       1328253,             0,+41.7885022,-087.7915033
17031561100,       1321996,             0,+41.7888698,-087.7719099
17031570100,       1523744,             0,+41.8162003,-087.7189132
17031570200,       1763044,             0,+41.8143802,-087.7307146
